﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:4Je9DYC9fPdOjF3pfyoKrj","A Song to Sing","Kid Quill, Devvon Terrell, Mark Battles","The Name Above the Title","1","8","185486","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:15Z"
"spotify:track:54Yappwod1fELR5zb2gDBn","Morning","Marc E. Bassy","Groovy People","1","4","206080","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:17Z"
"spotify:track:0XNu9Mqd7TLnKRNVHpe6T5","Candle","Quinn XCII","The Story of Us (Deluxe)","2","1","214520","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:18Z"
"spotify:track:4v0134PgBTGsFJiGcV4eJk","Last To Leave (feat. Caroline Ailin)","Louis The Child, Caroline Ailin","Last To Leave (feat. Caroline Ailin)","1","1","180147","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:19Z"
"spotify:track:5bgwqaRSS3M8WHWruHgSL5","8TEEN","Khalid","American Teen","1","7","228600","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:20Z"
"spotify:track:3bjLCKsBNSFyx6Gfsb7X4h","love ride","Christian French","love ride","1","1","234192","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:22Z"
"spotify:track:4MJfCOcc2PpWOrUqOpvy1S","Sunflower Seeds","Bryce Vine","Sunflower Seeds","1","1","228610","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:22Z"
"spotify:track:2SBFbElrbcLtfOBcQ2pYdy","Too Young","ayokay, Baker Grace","Too Young","1","1","203026","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:23Z"
"spotify:track:18uwL0vNUanqZH0ro2QcOP","comethru","Jeremy Zucker","summer,","1","1","181613","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:24Z"
"spotify:track:6M1nfYPKy7DRk3IrhFVViQ","Girl on a Train","Skizzy Mars","Alone Together","1","7","182547","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:26Z"
"spotify:track:74WO7vLynAEE2paZdck6bO","You Make Me","Chelsea Cutler","You Make Me","1","1","214137","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:27Z"
"spotify:track:4F1yvJfQ7gJkrcgFJQDjOr","Playinwitme (feat. Kehlani)","KYLE, Kehlani","Light of Mine","1","9","191680","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:28Z"
"spotify:track:0QXbKnplTUrae3P1P7xdq2","Playlist","Kid Quill","94.3 the Reel","1","3","198922","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:29Z"
"spotify:track:1CAijerspiGnyZHAVsGNL1","Rich White Girls","mansionz","Mansionz","1","9","209563","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:31Z"
"spotify:track:7n1940b6kHcaEewFSZXnXa","Better Not (with Wafia)","Louis The Child, Wafia","Kids At Play- EP","1","3","222865","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:32Z"
"spotify:track:5kfNriitmkNE8mUbZ7gbq8","Saturday Nights","Khalid","Suncity","1","3","210666","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:33Z"
"spotify:track:2P91MQbaiQOfbiz9VqhqKQ","I Like Me Better","Lauv","I met you when I was 18. (the playlist)","1","1","197436","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:52:34Z"
